,text,label,label_name,len,clean_text
9168,"Да камон, ты второй раз уже пишешь на секунду раньше то, что я пытаюсь сказать))",0,Python chat,15,камон второй писать секунда ранний пытаться сказать
9169,"Так можно про любую колонку сказать, включая курение и бухло",1,DS chat,10,любой колонка сказать включая курение бухло
9170,"выглядит так, будто твой клиент не подтягивает список доверенных сертификатов операционной системы.",0,Python chat,12,выглядеть твой клиент подтягивать список доверенный сертификат операционноить система
9171,"Я бы тебе для курса не давал 1080ti, если бы был начальником)",1,DS chat,12,ты курс давать 1080ti начальник
9172,"Главный экономист сказал, что доходы бюджета увеличились. Ничо не знаю!",1,DS chat,10,главный экономист сказать доход бюджет увеличиться ничо знать
9173,"я имел ввиду зачем попадаться на нарушениях, когда можно просто конечные результаты подсчёта исправить?",1,DS chat,14,иметь ввиду попадаться нарушение просто конечный результат подсчёт исправить
9174,"Судя по плагинам для бхопам, там есть серверный апи",0,Python chat,9,судить плагин бхоп серверный апи
9175,"Кстати, в мире PLC есть даже такие промышленные языки LD, FBD, и редакторы - codesys. Можешь начать с обзора внешне того, как это устроено. И может на ранних стадиях понять, что это не нужно",0,Python chat,34,кстати мир plc такой промышленный язык ld fbd редактор codesys мочь начать обзор внешне это устроить ранний стадия понять это нужно
9176,"но он так не будет делать, конда введут нагу, наверное",1,DS chat,10,делать конда ввести нага наверное
9177,"к шутке, типа и х у всех удлиннятся и дома полная чаша",1,DS chat,12,шутка тип х удлинниться дом полный чаша
9178,это новый уровень по качеству. Для лиц людей я изъянов не заметил вообще.,1,DS chat,13,это новыя уровень качество лицо людея изьян заметить вообще
9179,"если бы в долине не было выгодно работать, люди бы оттуда давно уехали)",1,DS chat,13,долина выгодно работать человек оттуда давно уехать
9180,Иди с двух сторон: экспериментируй с кодом и параллельно изучай как работает комп,0,Python chat,13,идти два сторона экспериментируя код параллельно изучай работать комп
9181,"Ну вот как добавишь, так и решится твоя проблема.",0,Python chat,9,добавить решиться твой проблема
9182,"ну какой норм, если ты весь корпоратив торчишь в телефоне",1,DS chat,10,какой норма весь корпоратив торчать телефон
9183,Обычно много где вим в режиме совместимости с ви,0,Python chat,9,обычно вим режим совместимость ви
9184,"\nforeach ($res as $spisok) {\n  $key = array();\n   array_push($key, $spisok);\n   send_message($key)\n}\n\n\nВот скажи сколько кнопок будет? С учётом, что юзера показываются только кнопки из последнего сообщения",0,Python chat,30,foreach res as spisok key array array push key spisok send message key сказать сколько кнопка учёт юзер показываться кнопка последний сообщение
9185,"Кстати больше года назад когда мы в компании свой конкурс делали, этот парень его выиграл",1,DS chat,15,кстати год назад компания свой конкурс делать парень выиграть
9186,Ну ведь не буду же я в переменную записывать пустоту. Мне нужно же заранее знать есть там символ или нет его,0,Python chat,21,быть переменный записывать пустота нужно заранее знать символ
9187,"Почему асинхронный код, котором мешает GIL работает намного быстрее синхронного на определенных задачах?",0,Python chat,13,почему асинхронный код который мешать gil работать намного быстрый синхронный определённый задача
9188,"Все костыли рабочие, иначе они не были бы даже костылями))",0,Python chat,10,костыль рабочий иначе костыль
9189,"не в курсе, под windows facenet заработает? У них написано, что тестировано только под убунтой, питон 3.5",0,Python chat,17,курс windows facenet заработать написать тестировать убунтой питон 3 5
9190,"Отсутствие оконных функций в mysql отбрасывает в 2005. Так что посгре, ну или ms/pl",1,DS chat,14,отсутствие оконный функция mysql отбрасывать 2005 посгра ms pl
9191,"да, а еще она пишет данные о системе пользователя в файл)",0,Python chat,11,писать дать система пользователь фаил
9192,"Разные яп работают по разному, кто то быстрее кто то медленнее, к сожалению тесты делаются так чтобы решения заходили на быстром языке с нужной асимптотикой",0,Python chat,25,разный яп работать разный быстрый медленный сожаление тест делаться решение заходить быстрый язык нужной асимптотикой
9193,"А что за работа такая, где доверительные интервалы считают?\nЯ тоже хочу.",1,DS chat,11,работа такой доверительный интервал считать хотеть
9194,"клиент, стек — джава и питон, мб фронтенда чучуть :)",0,Python chat,10,клиент стек джава питон мб фронтенд чучуть
9195,"Заинтриговал меня я об этом вообще не думал, надо порисовать кофроф, но вам уже не покажу, помню критику",1,DS chat,18,заинтриговать вообще думать порисовать кофрофа показать помнить критика
9196,"хз, последний раз юзал апач, когда на пхп пытался в школе писать",0,Python chat,12,хз последнии юзал апач пхп пытаться школа писать
9197,Не. Мне надо в момент создания метода его название сохранить,0,Python chat,10,момент создание метод название сохранить
9198,"А не получается, что ты и без того редкие 1 выкидываешь?",1,DS chat,11,получаться редкий 1 выкидывать
9199,"У меня ровно так, только в 2010 :) вот только ничего не сохранилось",1,DS chat,13,ровно 2010 сохраниться
9200,"ну мне дали репозиторий, нужно развернуть проект, а я на питоне первый раз проект вижу",0,Python chat,15,дать репозиторий нужно развернуть проект питон первыя проект видеть
9201,"и вот скажи зачем тут return, без него не будет понятно?",0,Python chat,11,сказать return понятно
9202,на мой взгляд это самое интересное в этой задаче. остальное технически не сложно,1,DS chat,13,мой взгляд это самый интересный этой задача остальной технически сложно
9203,"Запусти несколько процессов, которые пишут в один файл логов и посмотри как он прикольно ротируется",0,Python chat,15,запустить несколько процесс который писать фаил лог посмотреть прикольно ротироваться
9204,"Это кто-то ещё сабмиты туриста не видел, где тридцать строк дефайнов, тайпдефов и констант)",1,DS chat,14,это сабмит турист видеть тридцать строка дефаин таипдеф константа
9205,"в душе не знаю. С джанго не работал. Но если джанго будет по HTTP обмениваться данными, то без проблем",0,Python chat,19,душа знать джанго работать джанго http обмениваться данные проблема
9206,"можно посчитать и так и так. в любом случае здесь есть дата начала конкурса или немного ранняя, что впринципе не так важно",1,DS chat,22,посчитать любой случай дата начало конкурс немного ранний впринцип важно
9207,"нет. В питоне ни в одной переменной не может быть элемент, все построено на ссылках на элемент. Передается ссылка. Пока ты не присваеваешь этой переменной другое значение (другую ссылку), она указывает на ""глобальный"" элемент",0,Python chat,34,питон одной переменной элемент построить ссылка элемент передаваться ссылка пока присваевать этой переменной другой значение другой ссылка указывать глобальный элемент
9208,"арборетум на GPU довольно резво справляется с 100+ фичами на 4М+ строк. за пару суток можно и LOO посчитать. при длительности конкурса 2месяца+ не большая потеря. нам же не нужна ультра-точная модель, просто выбросы увидеть, чувствительные для модели",1,DS chat,38,арборетум gpu довольно резво справляться 100 фича 4м строка пара сутки loo посчитать длительность конкурс 2месяц больший потеря мы нужный ультра точный модель просто выброс увидеть чувствительный модель
9209,"Алексея просто в 18 выгнали из дома за то, что он писал на R, и у него теперь комплексы)",1,DS chat,19,алексей просто 18 выгнать дом писать r комплекс
9210,тогда разберсь откуда у тебя табы в коде появляются? при чем  тут автоформаттер?,0,Python chat,14,разберсить откуда таба код появляться автоформаттер
9211,"имхо ответ зависит от того, понимаете ли вы, что такое сопрограмма, а это в свою очередь зависит от опыта в других языках.",0,Python chat,22,имхо ответ зависеть понимать такой сопрограмма это очередь зависеть опыт другой язык
9212,"Так-то да, но даже по одной долго, если еще вариации делать",1,DS chat,11,одной долго вариация делать
9213,Лучше ставить просто рандомное число всегда. Чтобы у него у моделей ROC-AUC только вниз шёл!,1,DS chat,15,ставить просто рандомный число моделей roc auc вниз идти
9214,"анекдот есть про нехватку денег и редкий ресурс, который сами печатаем)",1,DS chat,11,анекдот нехватка деньга редкия ресурс который сам печатать
9215,"Ну хошь, поищи. Я помню что ли где это было.",1,DS chat,10,хотеть поискать помнить это
9216,код на pastebin \\ аналог или оберни его в тройные косые кавычки,0,Python chat,12,код pastebin аналог обернуть троиный косой кавычка
9217,"Выбери что больше к душе. Если админил всю жизнь, то может тебе и пересесть на девопс. Там хочешь не хочешь и лин подтянешь и моднявые технологии придется освоить.",0,Python chat,28,выбрать душа админил жизнь ты пересесть девопс хотеть хотеть лина подтянуть моднявыя технология прийтись освоить
9218,"я когда смотрел код с одного из бутэкмпов, кажется про игру, понравилось как код организован",1,DS chat,15,смотреть код один бутэкмп казаться игра понравиться код организовать
9219,"если это был реплай мне, то это макос https://stackoverflow.com/questions/40684543/how-to-make-python-use-ca-certificates-from-mac-os-truststore",0,Python chat,9,это реплай это макос сайт
9220,хз не смотрел; я всю жизнь на удаленке почти; нахер мне,0,Python chat,11,хз смотреть жизнь удалёнка нахер
9221,О. у меня как раз 3.7. Не подскажешь конкретный пример?,0,Python chat,10,3 7 подсказать конкретный пример
9222,вы читали суть проблемы?\nмне нужно было использовать другую версию без указания полного пути к исполняемому файлу,0,Python chat,16,читать быть проблема нужно использовать другой версия указание полный путь исполняемый фаил
9223,это тулза для установки нескольких версий интерпретатора сразу локально,0,Python chat,9,это тулза установка несколько версия интерпретатор сразу локально
9224,"да, я понимаю,– проговорил он.– мочь и не увидел,– сказал матвей. пепе, что такое радуга,– начал ламондуа.– радуга – это очень важно! – подтвердил второй человек, державший горбовского за руку. ты про степени?",1,DS chat,32,понимать проговорить мочь увидеть сказать матвей пеп такой радуга начать ламондуа радуга это очень важно подтвердить второй человек державшие горбовский рука степень
9225,да? пройти по ссылке и посмотреть какие аттрибуты есть у класса?\nсочувствую,0,Python chat,11,проить ссылка посмотреть какой аттрибут класс сочувствовать
9226,"пишешь как? в чем дело? –? как я понимаю, вас!",1,DS chat,9,писать дело понимать
9227,У джанго насколько я понмю довольно медленный маппинг из db rows и объекты модели,0,Python chat,14,джанго насколько понмя довольно медленный маппинг db rows обьект модель
9228,"Да, ищем ~50 абонентов, которые сказали, что они недовольны",1,DS chat,9,искать 50 абонент который сказать недовольный
9229,"Как делить выигрыш, если что, будете? Как определите, чьи номера сыграют?)",1,DS chat,11,делить выигрыш быть определить чей номер сыграть
9230,"ну если побрайнстормить, то например, через БД и там запросами смотреть  какие точки попадают в квадраты по заданному spatial индексу",0,Python chat,21,побраинстормить например бд запрос смотреть какой точка попадать квадрат задать spatial индекс
9231,"конечно не будет работать, посмотрите, как вы формируете params и как headers. Найдите отличие",0,Python chat,14,работать посмотреть формировать params headers наидти отличие
9232,"хм, а если 1000 врачей скажут тебе что ты болен?)",1,DS chat,10,хм 1000 врачей сказать ты больной
9233,"Самостоятельность в добыче информации - первейшая вещь, которая потом поможет научиться всему остальному",0,Python chat,13,самостоятельность добыча информация первеишать вещь который помочь научиться весь остальной
9234,ну вопрос остаётся тем же) тут только с помощью split можно отсеять данное?\nskinsBaseList[730] =,0,Python chat,14,вопрос оставаться помощь split отсеять данный skinsbaselist 730
9235,"По самоуверенность вы друг другу не уступаете, но Валера покультурнее будет) короче не трогай его, норм парень)",1,DS chat,17,самоуверенность друг друг уступать валера культурный короче трогай норма парень
9236,"Тебе не нужен номер вышкт, если ты его на ""качество"" связи заменишь",1,DS chat,12,ты нужный номер вышкт качество связь заменить
9237,а почему бы не пользоваться нейросетью и не париться фичаинжинирингом,1,DS chat,10,почему пользоваться неиросеть париться фичаинжиниринг
9238,Написано же. Проблема в синтаксисе. Ты случаем не перенес код из 2 питона?,0,Python chat,13,написать проблема синтаксис случаем перенести код 2 питон
9239,"На cv ты обучаешь на часть, проверяешь на остатке и так несколько раз на всех частях. На выходе не обученная модель, а представление о том, что будет, когда ты на всех данных обучишься.",1,DS chat,33,cv обучать часть проверять остаток несколько часть выход обученный модель представление данные обучиться
9240,"ну да, это как бы уже не итеративная версия нифига 😂",1,DS chat,11,это итеративный версия нифига
9241,чтобы после того как я в мейне пишу server.start праграмма паралельно шла дальше и чтоы работал метод старт,0,Python chat,18,меиня писать server start праграмм паралельный идти далёкий что работать метод старт
9242,а как в таких случаях поступать? говорить мол я дождусь вашего предложения?,1,DS chat,12,такой случай поступать говорить мол дождаться ваш предложение
9243,"ну т.е. ты хочешь чтобы у тебя воркер накапливал таски до критического значения, чтобы потом запустить на обработку",0,Python chat,18,так быть хотеть воркер накапливать таска критический значение запустить обработка
9244,"Я верю в бленд рандомов больше, чем в то, что на буткемпе одновременно:\n1) два лика\n2) их нашёл ровно один чувак",1,DS chat,20,верить бленда рандом буткемп одновременно 1 лика2 найти ровно чувак
9245,"Хотел пошутить про то, что это можно опровергнуть хотя бы тем, что я не побеждал, но получилась бы женская логика",1,DS chat,20,хотеть пошутить это опровергнуть хотя побеждать получиться женский логика
9246,"ты добавляешь в список тройку, это очень много итераций надо сделать, чтобы забить память таким образом",0,Python chat,16,добавлять список троик это очень итерация сделать забить память такой образ
9247,"«обезьяна начала трудиться, когда другая взяла в руки палку»",0,Python chat,9,обезьяна начало трудиться другой взять рука палка
9248,Все равно потом Легаси питон говно переписывать на go или php,0,Python chat,11,равно легасить питон говно переписывать go php
9249,"Тебе нужна спарс матрица над чем? В склерне есть tfidf, countvectorizer , которые делают +- то, что ты, наверное, хочешь, а потом вернёт спарс сам",1,DS chat,25,ты нужный спарс матрица склерна tfidf countvectorizer который делать наверное хотеть вернуть спарс
9250,"ага, но разве их нет в паблкике обученных на имаджнете?",1,DS chat,10,ага паблкик обученный имаджать
9251,"я насколько понял, на маках не работает deep learning на GPU. Правда, вскользь интересовался",1,DS chat,14,насколько понять мак работать deep learning gpu правда вскользь интересоваться
9252,Сам python ставил через yum install python.\npython3-dev - видимо нет... Буду гуглить,0,Python chat,12,python ставить yum install python python3 dev видимо быть гуглить
9253,"для этого надо знать, какой у той рассказчицы ""раз""",1,DS chat,9,знать какой той рассказчица
9254,"в цикле на каждой итерации нужен только один элемент из arr, поэтому нет никакого смысла складывать всё это огромное количество комбинаций в список и хранить в памяти, вместо этого можно получать их по одной",0,Python chat,34,цикл каждоить итерация нужный элемент arr поэтому никакой смысл складывать это огромный количество комбинация список хранить память вместо получать одной
9255,"а это , это колнечно фигня, не знаю вообще для кого сдлеано, кубики эти, априори стандартизованными вещами не сделать отлично, хорошо может быть, но супер, нет",1,DS chat,26,это это колнечный фигня знать вообще кто сдлеано кубик априори стандартизованный вещь сделать отлично супер
9256,тыщи статей на русском и на английском в гугле на эту тему),0,Python chat,12,тысяча статея русский англииск гугл тема
9257,"Ну там же вопрос не в лямбде, а в мапе и генераторе.",0,Python chat,12,вопрос лямбда мапе генератор
9258,В Rпакете xgboost этого метода нет. А в h2o - есть.,1,DS chat,11,rпакет xgboost метод h2o
9259,"Это уже существенная переработка самого приложения, фпм тут не причём.",0,Python chat,10,это существенный переработка сам приложение фпм причём
9260,"что за конкурс будет, а? ты про ботов. там есть параметр за оптимизацию типов данных отвечающий.",1,DS chat,16,конкурс бот параметр оптимизация тип данные отвечающие
9261,Они попроще оказались \nА с битвой вышло очень сложно у меня из-за поиска пути,0,Python chat,14,простой оказаться битвой выйти очень сложно поиск путь
9262,Ее в принципе нет. Что очень очень очень печально. Хоть и аннотации типов можно чекнуть с помощью mypy,0,Python chat,18,принцип очень очень очень печально аннотация тип чёкнуть помощь mypy
9263,это было в 2011 сократили тогда почти весь суппорт и всех ноков,1,DS chat,12,это 2011 сократить весь суппорт нок
9264,мы не равнодушны! – запротестовал марк. сколько стоит монитор на va матрице?,1,DS chat,11,равнодушный запротестовать марк сколько стоить монитор va матрица
9265,"у 95 человек возраст немного (в попугаях, как любой фича импортанс) влияет на таргет \nу 5 человек возраст сильно влияет на таргет",1,DS chat,22,95 человек возраст немного попугай любой фича импортанс влиять таргет 5 человек возраст сильно влиять таргет
9266,"да, это какая-то стратегия, которая не стратегия. Может visitor скорее",0,Python chat,10,это стратегия который стратегия visitor скорее
9267,"что-то он больше не поднимается на лб, хоть и начал не плохо",1,DS chat,12,подниматься лб начать плохо
9268,с точки зрения проектирование твой виджет дерева ничего не должен знать о том на какой вкладке он расположен.,0,Python chat,18,точка зрение проектирование твой виджет дерево должный знать какой вкладка расположить
9269,C++ и php свизать можно? Или ты только про веб,0,Python chat,10,c php свизать веб
9270,"точно не фортанудо. Я добавлял его фичи к своим, обычный xgboost, усредненный по 8 сидам прибавля 0,0003",1,DS chat,17,точно фортанудый добавлять фича свой обычный xgboost усредненный 8 сид прибавль 0 0003
9271,"Было 2 ответа, я выбрал тот или за меня сделали выбор и это была иллюзия моего выбора ?",0,Python chat,18,2 ответ выбрать сделать выбор это иллюзия мой выбор
9272,"Отдельные курсы можно бесплатно) нанодегри, конечно, круче, плюс сертификат, плюс предложение о работе (вроде раньше так было, сейчас хз)",1,DS chat,19,отдельный курс бесплатно нанодегри крутой плюс сертификат плюс предложение работа вроде ранний сеичас хз
9273,Выведите ему в скор лб средний по всем участникам,1,DS chat,9,вывести скорый лб среднии весь участник
9274,По дефолту https открылось. С ним проблемы. http работает.,0,Python chat,9,дефолт https открыться проблема http работать
9275,"мне кажется, пока рано. еще можно руками кучу всего придумать, какой смысл гонять жадные алгоритмы, если их потом перезапускать каждый день",1,DS chat,21,казаться пока рано рука куча придумать какой смысл гонять жадный алгоритм перезапускать каждый день
9276,"Вопрос эффективности передачи данных, мобильность уже предполагает меньшую эффективность",0,Python chat,9,вопрос эффективность передача данные мобильность предполагать малый эффективность
9277,если у тебя удаленный доступ то вряд ли ты в докере же,0,Python chat,12,удаленный доступ вряд докер
9278,конкретно эти куски не знаю\nно скажем умножение матриц точно может из других библиотек браться,1,DS chat,14,конкретно кусок знаюный скажем умножение матрица точно другой библиотека браться
9279,"Глобальная переменная, чтобы отовсюду был доступ. Плохо, но в принципе работать должно",0,Python chat,12,глобальный переменный отовсюду доступ плохо принцип работать должный
9280,"Как раз сейчас этим занимаюсь - параллельно с чтением исходников ☺️ Но мне нужно перед этим определить кодировку. И т.к. это нужно оптимизировать, то наверное нужно всасывать в бинарный поток, а потом с ним работать... А вдруг он очень большой? И ещё нужно разобраться как скармливать поток байтов определителю кодировки из requests - вот задача...",0,Python chat,55,сеичас это заниматься параллельно чтение исходник нужно это определить кодировка так это нужно оптимизировать наверное нужно всасывать бинарный поток работать очень большоя нужно разобраться скармливать поток баит определитель кодировка requests задача
9281,"вот и мне так стало казаться, попробую простые модели погонять",1,DS chat,10,стать казаться попробовать простой модель погонять
9282,"у кого больше доля рынка, вокруг того и шум",1,DS chat,9,кто доля рынок вокруг шум
9283,"да не, я как раз думаю, что я не оверфитнулся, ну где бы... но и у Глеба скор более чем реальный, если аккуратно все модели тюнить, а не как у меня, то вполне достижимый. что первое место сделало я хз.",1,DS chat,40,думать оверфитнуться глеб скорый реальный аккуратно модель тюнить вполне достижимый первый место сделать хз
9284,"Эх, вряд ли будет лучше. Мне сейчас надо фичи процедить новые, а то на публике сильно хуже стало после чистки данных и добавления фич. Хотя на св этого не вижу. Вадим, ты сам как св на сбере делал, каким методом?",1,DS chat,40,эх вряд сеичас фича процедить новый публика сильно плохой стать чистка данные добавление фича хотя св видеть вадим св сбер делать какой метод
9285,"1. Ну например у тебя в одно время стартует несколько довольно интенсивных тасок, очевидно, что распределить их по разным физическим нодам будет эффективнее, чем насиловать одну\n2. Тут проблема в том, что может упасть весь контейнер, и тогда доделывать надо будет не одну таску, а все, которые выполнялись в этот момент",0,Python chat,50,1 например один время стартовать несколько довольно интенсивный таска очевидный распределить разный физический нода эффективный насиловать одну2 проблема упасть весь контеинер доделывать один таска который выполняться момент
9286,"Попробуй делать те же самые запросы, что и скрипты. Бери данные напрямую.",0,Python chat,12,попробуй делать тот самый запрос скрипт брать дать напрямую
9287,"я вот уже час читаю... правильно ли я понял, что надо вырубить вход для root и создать нового пользователя с логином только по сертификату? или для root можно тоже только логин по ssh поставить?\nnano /etc/ssh/sshd_config\nPasswordAuthentication no",0,Python chat,36,час читать правильно понять вырубить вход root создать новый пользователь логин сертификат root логин ssh поставить nano etc ssh sshd configpasswordauthentication no
9288,"может у них текучка кадров идет быстрее скорости света, то 1 и 2 раз у них могут быть не связаны и происходить и в прошлом, и в будущем одновременно",1,DS chat,29,текучка кадр идти быстрый скорость свет 1 2 мочь связать происходить прошлый будущее одновременно
9289,"Это независимо от seed? Или просто 3 разных разбития(5,7,10)?",1,DS chat,9,это независимо seed просто 3 разный разбитие 5 7 10
9290,у меня попыток нет ) ща солью результат сюда,1,DS chat,9,попытка сейчас соль результат сюда
9291,"Я сначала гуглил ответ на возникший вопрос, а не бежал кого-то спрашивать, когда возникала малейшая трудность",0,Python chat,16,сначала гуглила ответ возникшие вопрос бежать кто спрашивать возникать малеишать трудность
9292,"зачем? жена касперыча же сказала, что биткоин - пирамида, пузырь",1,DS chat,10,жена касперычать сказать биткоина пирамида пузырь
9293,"ну я как минимум такого не видел, и даже если он угнал где-то идею, у него ушло больше одного хопа на это, нежели у тебя",0,Python chat,25,минимум такой видеть угнать идея уйти один хоп это нежели
9294,ну наверное предполагается что они запускаются из того  же окружения,0,Python chat,11,наверное предполагаться запускаться окружение
9295,"она просто ничего не спрашивает, может есть смысл посмотреть как там внутри, там немного кода",1,DS chat,15,просто спрашивать смысл посмотреть внутри немного код
9296,"Правила пожарной безопасности и внутреннего распорядка, которые в уставе линкуются",1,DS chat,10,правило пожарной безопасность внутренний распорядок который устав линковаться
9297,"Я историю не знаю , политиком быть не могу",1,DS chat,9,история знать политик мочь
9298,"Есть , но цены в Москве и провинции в маке разные",1,DS chat,11,цена москва провинция мак разный
9299,то есть повернуть матрицу - строка это cuid'ы юзеров?,1,DS chat,9,повернуть матрица строка это cuid ы юзер
9300,Да. но форма куда мы вводим логин/пасс запускает оба этих процесса.,0,Python chat,11,форма вводить логин пасс запускать оба этот процесс
9301,"Универ развивает всесторонне, а человек уже сам выбирает в какую сторону ему двигаться",0,Python chat,13,универ развивать всесторонне человек выбирать какой сторона двигаться
9302,"если kaggle=ds, то он прав, если kaggle=ml, то нет\n\nСидеть тюнить один ансабмль из 5 моделей в 6 уровней 2 месяца, который решает на 0.3% лучше модели первого уровня, построенной за неделю, обычно не приходится в проде",1,DS chat,36,kaggle ds право kaggle ml нетсидеть тюнить ансабмль 5 моделей 6 уровнея 2 месяц который решать 0 3 модель первый уровень построенной неделя обычно приходиться продя
9303,"теперь сыпет raise err.OperationalError(2014, ""Command Out of Sync"") раз в 10-20 запросов.",0,Python chat,12,сыпать raise err operationalerror 2014 command out of sync 10 20 запрос
9304,"как говорил мой дед ""Досолить можно, а отсолить нет"" :)",1,DS chat,10,говорить мой дед досолить отсолить
9305,"будет некомфортно, когда не успел за 8 часов то, что успевал за 14?",1,DS chat,13,некомфортно успеть 8 час успевать 14
9306,"похоже, но у него слов специфических как то больше и вместе они не вяжутся",0,Python chat,14,похоже слово специфический вместе вязаться
9307,"Ага, ты пиздец не догоняешь, вместо того что бы нормально передать в конструктор функцию, ты передаешь результат функции в какой то ебучий байнд",0,Python chat,23,ага пиздец догонять вместо нормально передать конструктор функция передавать результат функция какой ебучий баинд
9308,"Да, простят меня за мужланство, но как то девачково.",1,DS chat,9,простить мужланство девачковый
9309,"Ну если это его текущий топовый скор, то я бы не радовался",1,DS chat,12,это текущие топовыя скорый радоваться
9310,"Если это продукт какой-то, то все равно придется на какой-то стадии делать",1,DS chat,12,это продукт какой равно прийтись какой стадия делать
9311,"ну там типо видос снимается по какому-то треку, ну и ты рот поидее должен открывать вовремя и все такое",1,DS chat,19,типо видос сниматься какой трек рот поидея должный открывать вовремя такой
9312,"че там проходить, все уже давно в паблике лежит ☺️",1,DS chat,10,че проходить давно паблик лежать
